state,city,station,mean_avg,mean_spread,anomaly_rate,n_readings,persistence,spis,risk_band
Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",27.142857142857142,18.571428571428573,0.0,7,2.0794415416798357,21.528037414377934,Low
Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",23.166666666666668,37.166666666666664,0.0,6,1.9459101490553132,21.500551944042197,Low
Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",38.2,23.8,0.0,5,1.791759469228055,21.395090530349336,Low
Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",28.142857142857142,15.285714285714286,0.0,7,2.0794415416798357,21.340653539856035,Low
Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",28.666666666666668,26.0,0.0,6,1.9459101490553132,21.309255290338093,Low
Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",26.142857142857142,18.285714285714285,0.0,7,2.0794415416798357,21.281293018468972,Low
Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",26.714285714285715,17.142857142857142,0.0,7,2.0794415416798357,21.263522905802233,Low
Bihar,Gaya,"Kareemganj, Gaya - BSPCB",25.333333333333332,31.166666666666668,0.0,6,1.9459101490553132,21.230580407313088,Low
TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",23.285714285714285,22.714285714285715,0.0,7,2.0794415416798357,21.213857404447538,Low
Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",23.857142857142858,21.714285714285715,0.0,7,2.0794415416798357,21.21345242259804,Low
TamilNadu,Virudhunagar,"Collectorate Office, Virudhunagar - TNPCB",29.666666666666668,22.0,0.0,6,1.9459101490553132,21.035045761730025,Low
Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.285714285714285,24.714285714285715,0.0,7,2.0794415416798357,21.03294096733983,Low
Maharashtra,Mumbai,"Colaba, Mumbai - MPCB",29.142857142857142,10.142857142857142,0.0,7,2.0794415416798357,20.927522964710093,Low
Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",34.333333333333336,12.833333333333334,0.0,6,1.9459101490553132,20.910182494238462,Low
Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB",23.571428571428573,19.571428571428573,0.0,7,2.0794415416798357,20.892399993403956,Low
Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",65.5,33.5,0.0,2,1.0986122886681098,20.862168783943368,Low
Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB",42.0,74.0,0.0,2,1.0986122886681098,20.80285121517869,Low
Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",18.714285714285715,27.285714285714285,0.0,7,2.0794415416798357,20.80033411962992,Low
Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB",19.428571428571427,26.0,0.0,7,2.0794415416798357,20.795486609613732,Low
Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",29.833333333333332,19.0,0.0,6,1.9459101490553132,20.705713703613853,Low
Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",26.857142857142858,12.285714285714286,0.0,7,2.0794415416798357,20.703396191484053,Low
Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",27.5,22.666666666666668,0.0,6,1.9459101490553132,20.656719081282382,Low
Assam,Sivasagar,"Girls College, Sivasagar - PCBA",20.428571428571427,22.571428571428573,0.0,7,2.0794415416798357,20.590737604274604,Low
TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB",25.142857142857142,14.0,0.0,7,2.0794415416798357,20.548324959677444,Low
Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",24.142857142857142,14.571428571428571,0.0,7,2.0794415416798357,20.405771348671887,Low
Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",29.142857142857142,4.571428571428571,0.0,7,2.0794415416798357,20.250282862837953,Low
Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",28.4,31.4,0.0,5,1.791759469228055,20.24117697393616,Low
Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",28.2,31.2,0.0,5,1.791759469228055,20.174462963937135,Low
TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB",27.0,31.6,0.0,5,1.791759469228055,19.968668369095997,Low
Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",16.0,25.142857142857142,0.0,7,2.0794415416798357,19.96439022148349,Low
TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",22.571428571428573,11.428571428571429,0.0,7,2.0794415416798357,19.690573402547095,Low
TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",26.8,29.4,0.0,5,1.791759469228055,19.658842527655686,Low
Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",16.428571428571427,21.571428571428573,0.0,7,2.0794415416798357,19.62112515145599,Low
TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",19.571428571428573,15.285714285714286,0.0,7,2.0794415416798357,19.523389531788943,Low
TamilNadu,Kanchipuram,"Kilambi, Kanchipuram - TNPCB",18.142857142857142,17.142857142857142,0.0,7,2.0794415416798357,19.446258897735138,Low
